Nominal mass	Compositions	Charges
329	H23C18N3OS,H23C17CxN3OS,H23C18N3OSx,H23C16Cx2N3OS,H23C15Cx3N3OS	-1,1
329	H23C14N3O6,H23C13CxN3O6,H23C14N3O5Ox,H23C12Cx2N3O6,H23C11Cx3N3O6	-1,1
329	H23C19NO4,H23C18CxNO4,H23C19NO3Ox,H23C17Cx2NO4,H23C16Cx3NO4	-1,1
329	H23C17N5S,H23C16CxN5S,H23C17N5Sx,H23C15Cx2N5S,H23C14Cx3N5S	1
329	H23C18N3O3,H23C17CxN3O3,H23C18N3O2Ox,H23C16Cx2N3O3,H23C15Cx3N3O3	-1
329	H28C17NO3Cl,H28C16CxNO3Cl,H28C17NO3Clx,H28C17NO2OxCl,H28C15Cx2NO3Cl,H28C14Cx3NO3Cl	1
329	H27C20NOS,H27C19CxNOS,H27C20NOSx,H27C18Cx2NOS,H27C17Cx3NOS	1
329	H27C16NO6,H27C15CxNO6,H27C16NO5Ox,H27C14Cx2NO6,H27C13Cx3NO6	-1,1
329	H23C22N3,H23C21CxN3,H23C20Cx2N3,H23C19Cx3N3	-1,1
329	H27C20NO3,H27C19CxNO3,H27C20NO2Ox,H27C18Cx2NO3,H27C17Cx3NO3	1
329	H27C19N3O2,H27C18CxN3O2,H27C19N3OOx,H27C17Cx2N3O2,H27C16Cx3N3O2	1
329	H35C6NO13,H35C5CxNO13,H35C6NO12Ox,H35C4Cx2NO13,H35C3Cx3NO13	1
329	H31C21NO2,H31C20CxNO2,H31C21NOOx,H31C19Cx2NO2,H31C18Cx3NO2	1
329	H35C18NO4,H35C17CxNO4,H35C18NO3Ox,H35C16Cx2NO4,H35C15Cx3NO4	-1,1
329	H39C19NOS,H39C18CxNOS,H39C19NOSx,H39C17Cx2NOS,H39C16Cx3NOS	1
329	H39C19NO3,H39C18CxNO3,H39C19NO2Ox,H39C17Cx2NO3,H39C16Cx3NO3	1
329	H43C20NO2,H43C19CxNO2,H43C20NOOx,H43C18Cx2NO2,H43C17Cx3NO2	1
330	H4C6O4SBr2,H4C6O4SxBr2,H4C6O3OxSBr2,H4C4Cx2O4SBr2	-1
330	H6C10O4Cl4,H6C9CxO4Cl4,H6C10O4Cl3Clx,H6C10O3OxCl4,H6C8Cx2O4Cl4	-1
330	H10C10O4PCl3,H10C9CxO4PCl3,H10C10O4PCl2Clx,H10C10O3OxPCl3	-1
330	H15C8N2O4PS3,H15C7CxN2O4PS3,H15C8N2O4PS2Sx,H15C8N2O3OxPS3,H15C6Cx2N2O4PS3,H15C5Cx3N2O4PS3	-1,1
330	H15C12N2O2SBr,H15C11CxN2O2SBr,H15C12N2O2SxBr,H15C12N2OOxSBr,H15C10Cx2N2O2SBr,H15C9Cx3N2O2SBr	-1,1
330	H19C10O6PS2,H19C9CxO6PS2,H19C10O6PSSx,H19C10O5OxPS2,H19C8Cx2O6PS2,H19C7Cx3O6PS2	-1,1
330	H11C10N4O7P,H11C9CxN4O7P,H11C10N4O6OxP,H11C8Cx2N4O7P,H11C7Cx3N4O7P	-1,1
330	H10C16O8,H10C15CxO8,H10C16O7Ox,H10C14Cx2O8,H10C13Cx3O8	-1,1
330	H14C10N2O8Ca,H14C9CxN2O8Ca,H14C10N2O7OxCa,H14C8Cx2N2O8Ca,H14C7Cx3N2O8Ca	-1,1
330	H10C14N2O2F3Cl,H10C13CxN2O2F3Cl,H10C14N2O2F3Clx,H10C14N2OOxF3Cl,H10C12Cx2N2O2F3Cl,H10C11Cx3N2O2F3Cl	-1,1
330	H11C15N4O2FS,H11C14CxN4O2FS,H11C15N4O2FSx,H11C15N4OOxFS,H11C13Cx2N4O2FS,H11C12Cx3N4O2FS	-1
330	H19C10O10P,H19C9CxO10P,H19C10O9OxP,H19C8Cx2O10P,H19C7Cx3O10P	-1,1
330	H14C17O7,H14C16CxO7,H14C17O6Ox,H14C15Cx2O7,H14C14Cx3O7	-1,1
330	H14C16N2O6,H14C15CxN2O6,H14C16N2O5Ox,H14C14Cx2N2O6,H14C13Cx3N2O6	-1,1
330	H15C16N4O2Cl,H15C15CxN4O2Cl,H15C16N4O2Clx,H15C16N4OOxCl,H15C14Cx2N4O2Cl,H15C13Cx3N4O2Cl	-1,1
330	H18C14O9,H18C13CxO9,H18C14O8Ox,H18C12Cx2O9,H18C11Cx3O9	-1,1
330	H18C17N2O3S,H18C16CxN2O3S,H18C17N2O3Sx,H18C17N2O2OxS,H18C15Cx2N2O3S,H18C14Cx3N2O3S	1
330	H14C14N6O4,H14C13CxN6O4,H14C14N6O3Ox,H14C12Cx2N6O4,H14C11Cx3N6O4	-1,1
330	H13C17N4F3,H13C16CxN4F3,H13C15Cx2N4F3,H13C14Cx3N4F3	-1,1
330	H18C18O6,H18C17CxO6,H18C18O5Ox,H18C16Cx2O6,H18C15Cx3O6	-1,1
330	H19C18N2O2Cl,H19C17CxN2O2Cl,H19C18N2O2Clx,H19C18N2OOxCl,H19C16Cx2N2O2Cl,H19C15Cx3N2O2Cl	-1
330	H18C12N4O7,H18C11CxN4O7,H18C12N4O6Ox,H18C10Cx2N4O7,H18C9Cx3N4O7	-1,1
330	H17C15N2O3F3,H17C14CxN2O3F3,H17C15N2O2OxF3,H17C13Cx2N2O3F3,H17C12Cx3N2O3F3	-1,1
330	H18C17N2O5,H18C16CxN2O5,H18C17N2O4Ox,H18C15Cx2N2O5,H18C14Cx3N2O5	-1,1
330	H22C18N2S2,H22C17CxN2S2,H22C18N2SSx,H22C16Cx2N2S2,H22C15Cx3N2S2	-1,1
330	H19C17N4OCl,H19C16CxN4OCl,H19C17N4OClx,H19C15Cx2N4OCl,H19C14Cx3N4OCl	-1,1
330	H30O17Si,H30O16OxSi	-1,1
330	H22C13N4O4S,H22C12CxN4O4S,H22C13N4O4Sx,H22C13N4O3OxS,H22C11Cx2N4O4S,H22C10Cx3N4O4S	1
330	H18C21N2O2,H18C20CxN2O2,H18C21N2OOx,H18C19Cx2N2O2,H18C18Cx3N2O2	1
330	H22C18N2O2S,H22C17CxN2O2S,H22C18N2O2Sx,H22C18N2OOxS,H22C16Cx2N2O2S,H22C15Cx3N2O2S	1
330	H18C26,H18C25Cx,H18C24Cx2,H18C23Cx3	1
330	H22C14N2O7,H22C13CxN2O7,H22C14N2O6Ox,H22C12Cx2N2O7,H22C11Cx3N2O7	-1,1
330	H18C15N6O3,H18C14CxN6O3,H18C15N6O2Ox,H18C13Cx2N6O3,H18C12Cx3N6O3	-1,1
330	H22C19O5,H22C18CxO5,H22C19O4Ox,H22C17Cx2O5,H22C16Cx3O5	-1,1
330	H22C18N2O4,H22C17CxN2O4,H22C18N2O3Ox,H22C16Cx2N2O4,H22C15Cx3N2O4	-1,1
330	H30C5O15,H30C4CxO15,H30C5O14Ox,H30C3Cx2O15,H30C2Cx3O15	-1,1
330	H21C15N4OF3,H21C14CxN4OF3,H21C13Cx2N4OF3,H21C12Cx3N4OF3	-1,1
330	H26C16O7,H26C15CxO7,H26C16O6Ox,H26C14Cx2O7,H26C13Cx3O7	-1,1
330	H22C17N4O3,H22C16CxN4O3,H22C17N4O2Ox,H22C15Cx2N4O3,H22C14Cx3N4O3	-1,1
330	H26C15N2O6,H26C14CxN2O6,H26C15N2O5Ox,H26C13Cx2N2O6,H26C12Cx3N2O6	-1,1
330	H22C16N6O2,H22C15CxN6O2,H22C16N6OOx,H22C14Cx2N6O2,H22C13Cx3N6O2	-1,1
330	H26C20O4,H26C19CxO4,H26C20O3Ox,H26C18Cx2O4,H26C17Cx3O4	-1,1
330	H27C20N2Cl,H27C19CxN2Cl,H27C20N2Clx,H27C18Cx2N2Cl,H27C17Cx3N2Cl	1
330	H30C17O4S,H30C16CxO4S,H30C17O4Sx,H30C17O3OxS,H30C15Cx2O4S,H30C14Cx3O4S	1
330	H26C19N2O3,H26C18CxN2O3,H26C19N2O2Ox,H26C17Cx2N2O3,H26C16Cx3N2O3	-1,1
330	H30C17O6,H30C16CxO6,H30C17O5Ox,H30C15Cx2O6,H30C14Cx3O6	-1,1
330	H26C18N4O2,H26C17CxN4O2,H26C18N4OOx,H26C16Cx2N4O2,H26C15Cx3N4O2	1
330	H30C21O3,H30C20CxO3,H30C21O2Ox,H30C19Cx2O3,H30C18Cx3O3	1
330	H34C18O3S,H34C17CxO3S,H34C18O3Sx,H34C18O2OxS,H34C16Cx2O3S,H34C15Cx3O3S	-1,1
330	H34C18O5,H34C17CxO5,H34C18O4Ox,H34C16Cx2O5,H34C15Cx3O5	-1,1
330	H34C22O2,H34C21CxO2,H34C22OOx,H34C20Cx2O2,H34C19Cx3O2	-1,1
330	H38C19O4,H38C18CxO4,H38C19O3Ox,H38C17Cx2O4,H38C16Cx3O4	-1,1
331	H8C8N3O4F3S2,H8C7CxN3O4F3S2,H8C8N3O4F3SSx,H8C8N3O3OxF3S2,H8C6Cx2N3O4F3S2,H8C5Cx3N3O4F3S2	-1,1
331	H14C17NO4Cl,H14C16CxNO4Cl,H14C17NO4Clx,H14C17NO3OxCl,H14C15Cx2NO4Cl,H14C14Cx3NO4Cl	-1
331	H14C10N5O6P,H14C9CxN5O6P,H14C10N5O5OxP,H14C8Cx2N5O6P,H14C7Cx3N5O6P	-1
331	H14C16N3O3Cl,H14C15CxN3O3Cl,H14C16N3O3Clx,H14C16N3O2OxCl,H14C14Cx2N3O3Cl,H14C13Cx3N3O3Cl	-1,1
331	H17C13NO7S,H17C12CxNO7S,H17C13NO7Sx,H17C13NO6OxS,H17C11Cx2NO7S,H17C10Cx3NO7S	-1,1
331	H18C13N3O3SCl,H18C12CxN3O3SCl,H18C13N3O3SxCl,H18C13N3O3SClx,H18C13N3O2OxSCl,H18C11Cx2N3O3SCl,H18C10Cx3N3O3SCl	-1
331	H19C13N2O4S2,H19C12CxN2O4S2,H19C13N2O4SSx,H19C13N2O3OxS2,H19C11Cx2N2O4S2,H19C10Cx3N2O4S2	-1,1
331	H14C20N3Cl,H14C19CxN3Cl,H14C20N3Clx,H14C18Cx2N3Cl,H14C17Cx3N3Cl	1
331	H17C16N3O3S,H17C15CxN3O3S,H17C16N3O3Sx,H17C16N3O2OxS,H17C14Cx2N3O3S,H17C13Cx3N3O3S	-1,1
331	H17C17NO6,H17C16CxNO6,H17C17NO5Ox,H17C15Cx2NO6,H17C14Cx3NO6	-1
331	H17C15N5O2S,H17C14CxN5O2S,H17C15N5O2Sx,H17C15N5OOxS,H17C13Cx2N5O2S,H17C12Cx3N5O2S	1
331	H14C20N3OF,H14C19CxN3OF,H14C18Cx2N3OF,H14C17Cx3N3OF	1
331	H17C20N3S,H17C19CxN3S,H17C20N3Sx,H17C18Cx2N3S,H17C17Cx3N3S	1
331	H22C19NSCl,H22C18CxNSCl,H22C19NSxCl,H22C19NSClx,H22C17Cx2NSCl,H22C16Cx3NSCl	-1
331	H18C16N5OCl,H18C15CxN5OCl,H18C16N5OClx,H18C14Cx2N5OCl,H18C13Cx3N5OCl	1
331	H21C18NO3S,H21C17CxNO3S,H21C18NO3Sx,H21C18NO2OxS,H21C16Cx2NO3S,H21C15Cx3NO3S	-1,1
331	H21C14NO8,H21C13CxNO8,H21C14NO7Ox,H21C12Cx2NO8,H21C11Cx3NO8	-1,1
331	H17C20N3O2,H17C19CxN3O2,H17C20N3OOx,H17C18Cx2N3O2,H17C17Cx3N3O2	-1,1
331	H21C17N3O2S,H21C16CxN3O2S,H21C17N3O2Sx,H21C17N3OOxS,H21C15Cx2N3O2S,H21C14Cx3N3O2S	-1,1
331	H21C18NO5,H21C17CxNO5,H21C18NO4Ox,H21C16Cx2NO5,H21C15Cx3NO5	1
331	H17C19N5O,H17C18CxN5O,H17C17Cx2N5O,H17C16Cx3N5O	-1,1
331	H22C18N3OCl,H22C17CxN3OCl,H22C18N3OClx,H22C16Cx2N3OCl,H22C15Cx3N3OCl	-1,1
331	H19C18N3OF2,H19C17CxN3OF2,H19C16Cx2N3OF2,H19C15Cx3N3OF2	-1
331	H26C16NO4Cl,H26C15CxNO4Cl,H26C16NO4Clx,H26C16NO3OxCl,H26C14Cx2NO4Cl,H26C13Cx3NO4Cl	1
331	H21C22NO2,H21C21CxNO2,H21C22NOOx,H21C20Cx2NO2,H21C19Cx3NO2	1
331	H25C15NO7,H25C14CxNO7,H25C15NO6Ox,H25C13Cx2NO7,H25C12Cx3NO7	-1,1
331	H21C16N5O3,H21C15CxN5O3,H21C16N5O2Ox,H21C14Cx2N5O3,H21C13Cx3N5O3	-1,1
331	H21C21N3O,H21C20CxN3O,H21C19Cx2N3O,H21C18Cx3N3O	-1,1
331	H25C18N3OS,H25C17CxN3OS,H25C18N3OSx,H25C16Cx2N3OS,H25C15Cx3N3OS	-1,1
331	H25C19NO4,H25C18CxNO4,H25C19NO3Ox,H25C17Cx2NO4,H25C16Cx3NO4	-1,1
331	H21C20N5,H21C19CxN5,H21C18Cx2N5,H21C17Cx3N5	-1,1
331	H25C23NO,H25C22CxNO,H25C21Cx2NO,H25C20Cx3NO	1
331	H25C22N3,H25C21CxN3,H25C20Cx2N3,H25C19Cx3N3	1
331	H26C19N3OF,H26C18CxN3OF,H26C17Cx2N3OF,H26C16Cx3N3OF	1
331	H29C15N3O5,H29C14CxN3O5,H29C15N3O4Ox,H29C13Cx2N3O5,H29C12Cx3N3O5	-1,1
331	H29C20NO3,H29C19CxNO3,H29C20NO2Ox,H29C18Cx2NO3,H29C17Cx3NO3	1
331	H33C17NO5,H33C16CxNO5,H33C17NO4Ox,H33C15Cx2NO5,H33C14Cx3NO5	1
331	H29C18N5O,H29C17CxN5O,H29C16Cx2N5O,H29C15Cx3N5O	1
331	H33C21NO2,H33C20CxNO2,H33C21NOOx,H33C19Cx2NO2,H33C18Cx3NO2	1
331	H37C18NO2S,H37C17CxNO2S,H37C18NO2Sx,H37C18NOOxS,H37C16Cx2NO2S,H37C15Cx3NO2S	1
331	H37C18NO4,H37C17CxNO4,H37C18NO3Ox,H37C16Cx2NO4,H37C15Cx3NO4	-1,1
331	H41C23N,H41C22CxN,H41C21Cx2N,H41C20Cx3N	1
332	H6C10O3Br2,H6C9CxO3Br2,H6C10O2OxBr2,H6C8Cx2O3Br2,H6C7Cx3O3Br2	-1
332	H9C10N2O2S2Br,H9C9CxN2O2S2Br,H9C10N2O2SSxBr,H9C10N2OOxS2Br,H9C8Cx2N2O2S2Br,H9C7Cx3N2O2S2Br	-1,1
332	H8C14N2S4,H8C13CxN2S4,H8C14N2S3Sx,H8C12Cx2N2S4,H8C11Cx3N2S4	-1,1
332	H14C12N2O3PSCl,H14C11CxN2O3PSCl,H14C12N2O3PSxCl,H14C12N2O3PSClx,H14C12N2O2OxPSCl,H14C10Cx2N2O3PSCl,H14C9Cx3N2O3PSCl	-1,1
332	H17C9O11P,H17C8CxO11P,H17C9O10OxP,H17C7Cx2O11P,H17C6Cx3O11P	1
332	H13C10N4O7P,H13C9CxN4O7P,H13C10N4O6OxP,H13C8Cx2N4O7P,H13C7Cx3N4O7P	-1,1
332	H12C16O8,H12C15CxO8,H12C16O7Ox,H12C14Cx2O8,H12C13Cx3O8	-1,1
332	H10C15N4OF2S,H10C14CxN4OF2S,H10C15N4OF2Sx,H10C13Cx2N4OF2S,H10C12Cx3N4OF2S	-1,1
332	H16C12N2O7S,H16C11CxN2O7S,H16C12N2O7Sx,H16C12N2O6OxS,H16C10Cx2N2O7S,H16C9Cx3N2O7S	-1,1
332	H12C20O5,H12C19CxO5,H12C20O4Ox,H12C18Cx2O5,H12C17Cx3O5	-1,1
332	H16C13O10,H16C12CxO10,H16C13O9Ox,H16C11Cx2O10,H16C10Cx3O10	-1
332	H16C15N4OS2,H16C14CxN4OS2,H16C15N4OSSx,H16C13Cx2N4OS2,H16C12Cx3N4OS2	-1
332	H16C12N2O9,H16C11CxN2O9,H16C12N2O8Ox,H16C10Cx2N2O9,H16C9Cx3N2O9	-1
332	H17C16N4SCl,H17C15CxN4SCl,H17C16N4SxCl,H17C16N4SClx,H17C14Cx2N4SCl,H17C13Cx3N4SCl	-1,1
332	H16C17O7,H16C16CxO7,H16C17O6Ox,H16C15Cx2O7,H16C14Cx3O7	-1
332	H14C20NO4,H14C19CxNO4,H14C20NO3Ox,H14C18Cx2NO4,H14C17Cx3NO4	-1,1
332	H21C13N2O4PS,H21C12CxN2O4PS,H21C13N2O4PSx,H21C13N2O3OxPS,H21C11Cx2N2O4PS,H21C10Cx3N2O4PS	-1
332	H21C14N2O3SCl,H21C13CxN2O3SCl,H21C14N2O3SxCl,H21C14N2O3SClx,H21C14N2O2OxSCl,H21C12Cx2N2O3SCl,H21C11Cx3N2O3SCl	-1
332	H16C20N2OS,H16C19CxN2OS,H16C20N2OSx,H16C18Cx2N2OS,H16C17Cx3N2OS	-1,1
332	H20C17N2OS2,H20C16CxN2OS2,H20C17N2OSSx,H20C15Cx2N2OS2,H20C14Cx3N2OS2	-1
332	H21C13N4O2SCl,H21C12CxN4O2SCl,H21C13N4O2SxCl,H21C13N4O2SClx,H21C13N4OOxSCl,H21C11Cx2N4O2SCl,H21C10Cx3N4O2SCl	1
332	H17C20N2OP,H17C19CxN2OP,H17C18Cx2N2OP,H17C17Cx3N2OP	1
332	H16C19N4S,H16C18CxN4S,H16C19N4Sx,H16C17Cx2N4S,H16C16Cx3N4S	-1
332	H21C14N2O4FS,H21C13CxN2O4FS,H21C14N2O4FSx,H21C14N2O3OxFS,H21C12Cx2N2O4FS,H21C11Cx3N2O4FS	-1,1
332	H20C13N2O8,H20C12CxN2O8,H20C13N2O7Ox,H20C11Cx2N2O8,H20C10Cx3N2O8	-1,1
332	H20C22OS,H20C21CxOS,H20C22OSx,H20C20Cx2OS,H20C19Cx3OS	-1,1
332	H20C18O6,H20C17CxO6,H20C18O5Ox,H20C16Cx2O6,H20C15Cx3O6	-1,1
332	H21C18N2O2Cl,H21C17CxN2O2Cl,H21C18N2O2Clx,H21C18N2OOxCl,H21C16Cx2N2O2Cl,H21C15Cx3N2O2Cl	-1,1
332	H20C16N4O2S,H20C15CxN4O2S,H20C16N4O2Sx,H20C16N4OOxS,H20C14Cx2N4O2S,H20C13Cx3N4O2S	-1
332	H24C11O11,H24C10CxO11,H24C11O10Ox,H24C9Cx2O11,H24C8Cx3O11	1
332	H20C12N4O7,H20C11CxN4O7,H20C12N4O6Ox,H20C10Cx2N4O7,H20C9Cx3N4O7	-1,1
332	H20C17N2O5,H20C16CxN2O5,H20C17N2O4Ox,H20C15Cx2N2O5,H20C14Cx3N2O5	-1,1
332	H16C18N6O,H16C17CxN6O,H16C16Cx2N6O,H16C15Cx3N6O	-1,1
332	H20C15N6OS,H20C14CxN6OS,H20C15N6OSx,H20C13Cx2N6OS,H20C12Cx3N6OS	-1,1
332	H21C19O4F,H21C18CxO4F,H21C19O3OxF,H21C17Cx2O4F,H21C16Cx3O4F	-1
332	H20C16N4O4,H20C15CxN4O4,H20C16N4O3Ox,H20C14Cx2N4O4,H20C13Cx3N4O4	-1,1
332	H20C21N2O2,H20C20CxN2O2,H20C21N2OOx,H20C19Cx2N2O2,H20C18Cx3N2O2	-1
332	H24C14N2O7,H24C13CxN2O7,H24C14N2O6Ox,H24C12Cx2N2O7,H24C11Cx3N2O7	-1,1
332	H20C15N6O3,H20C14CxN6O3,H20C15N6O2Ox,H20C13Cx2N6O3,H20C12Cx3N6O3	-1,1
332	H24C19O5,H24C18CxO5,H24C19O4Ox,H24C17Cx2O5,H24C16Cx3O5	-1,1
332	H28C20S2,H28C19CxS2,H28C20SSx,H28C18Cx2S2,H28C17Cx3S2	-1,1
332	H20C20N4O,H20C19CxN4O,H20C18Cx2N4O,H20C17Cx3N4O	-1,1
332	H25C19N2OCl,H25C18CxN2OCl,H25C19N2OClx,H25C17Cx2N2OCl,H25C16Cx3N2OCl	-1,1
332	H24C18N2O4,H24C17CxN2O4,H24C18N2O3Ox,H24C16Cx2N2O4,H24C15Cx3N2O4	-1,1
332	H28C16O7,H28C15CxO7,H28C16O6Ox,H28C14Cx2O7,H28C13Cx3O7	-1,1
332	H24C17N4O3,H24C16CxN4O3,H24C17N4O2Ox,H24C15Cx2N4O3,H24C14Cx3N4O3	-1,1
332	H28C20O4,H28C19CxO4,H28C20O3Ox,H28C18Cx2O4,H28C17Cx3O4	-1,1
332	H28C19N2O3,H28C18CxN2O3,H28C19N2O2Ox,H28C17Cx2N2O3,H28C16Cx3N2O3	-1
332	H32C17O6,H32C16CxO6,H32C17O5Ox,H32C15Cx2O6,H32C14Cx3O6	-1,1
332	H28C18N4O2,H28C17CxN4O2,H28C18N4OOx,H28C16Cx2N4O2,H28C15Cx3N4O2	1
332	H32C21O3,H32C20CxO3,H32C21O2Ox,H32C19Cx2O3,H32C18Cx3O3	-1,1
332	H36C18O5,H36C17CxO5,H36C18O4Ox,H36C16Cx2O5,H36C15Cx3O5	-1,1
332	H36C22O2,H36C21CxO2,H36C22OOx,H36C20Cx2O2,H36C19Cx3O2	-1,1
333	H11C15NO4S2,H11C14CxNO4S2,H11C15NO4SSx,H11C15NO3OxS2,H11C13Cx2NO4S2,H11C12Cx3NO4S2	-1,1
333	H6C10N5O5F3,H6C9CxN5O5F3,H6C10N5O4OxF3,H6C8Cx2N5O5F3,H6C7Cx3N5O5F3	-1,1
333	H12C15N3O2SCl,H12C14CxN3O2SCl,H12C15N3O2SxCl,H12C15N3O2SClx,H12C15N3OOxSCl,H12C13Cx2N3O2SCl,H12C12Cx3N3O2SCl	1
333	H16C15N3OBr,H16C14CxN3OBr,H16C13Cx2N3OBr,H16C12Cx3N3OBr	-1,1
333	H16C13N3O4NaS,H16C12CxN3O4NaS,H16C13N3O4NaSx,H16C13N3O3OxNaS,H16C11Cx2N3O4NaS,H16C10Cx3N3O4NaS	-1,1
333	H15C15N3O4S,H15C14CxN3O4S,H15C15N3O4Sx,H15C15N3O3OxS,H15C13Cx2N3O4S,H15C12Cx3N3O4S	-1,1
333	H15C20NO2S,H15C19CxNO2S,H15C20NO2Sx,H15C20NOOxS,H15C18Cx2NO2S,H15C17Cx3NO2S	-1,1
333	H16C16N3O3Cl,H16C15CxN3O3Cl,H16C16N3O3Clx,H16C16N3O2OxCl,H16C14Cx2N3O3Cl,H16C13Cx3N3O3Cl	-1,1
333	H15C18N5S,H15C17CxN5S,H15C18N5Sx,H15C16Cx2N5S,H15C15Cx3N5S	-1,1
333	H19C12N3O8,H19C11CxN3O8,H19C12N3O7Ox,H19C10Cx2N3O8,H19C9Cx3N3O8	1
333	H20C17N3O2Cl,H20C16CxN3O2Cl,H20C17N3O2Clx,H20C17N3OOxCl,H20C15Cx2N3O2Cl,H20C14Cx3N3O2Cl	-1,1
333	H19C16N3O5,H19C15CxN3O5,H19C16N3O4Ox,H19C14Cx2N3O5,H19C13Cx3N3O5	-1,1
333	H19C21NO3,H19C20CxNO3,H19C21NO2Ox,H19C19Cx2NO3,H19C18Cx3NO3	-1,1
333	H23C18NO3S,H23C17CxNO3S,H23C18NO3Sx,H23C18NO2OxS,H23C16Cx2NO3S,H23C15Cx3NO3S	-1
333	H19C20N3O2,H19C19CxN3O2,H19C20N3OOx,H19C18Cx2N3O2,H19C17Cx3N3O2	1
333	H23C17N3O2S,H23C16CxN3O2S,H23C17N3O2Sx,H23C17N3OOxS,H23C15Cx2N3O2S,H23C14Cx3N3O2S	-1,1
333	H23C13N3O7,H23C12CxN3O7,H23C13N3O6Ox,H23C11Cx2N3O7,H23C10Cx3N3O7	-1,1
333	H23C22NS,H23C21CxNS,H23C22NSx,H23C20Cx2NS,H23C19Cx3NS	1
333	H23C18NO5,H23C17CxNO5,H23C18NO4Ox,H23C16Cx2NO5,H23C15Cx3NO5	-1,1
333	H24C18N3OCl,H24C17CxN3OCl,H24C18N3OClx,H24C16Cx2N3OCl,H24C15Cx3N3OCl	-1,1
333	H23C17N3O4,H23C16CxN3O4,H23C17N3O3Ox,H23C15Cx2N3O4,H23C14Cx3N3O4	-1,1
333	H23C21N3O,H23C20CxN3O,H23C19Cx2N3O,H23C18Cx3N3O	-1,1
333	H27C18N3OS,H27C17CxN3OS,H27C18N3OSx,H27C16Cx2N3OS,H27C15Cx3N3OS	-1,1
333	H27C19NO4,H27C18CxNO4,H27C19NO3Ox,H27C17Cx2NO4,H27C16Cx3NO4	-1,1
333	H23C20N5,H23C19CxN5,H23C18Cx2N5,H23C17Cx3N5	-1,1
333	H27C18N3O3,H27C17CxN3O3,H27C18N3O2Ox,H27C16Cx2N3O3,H27C15Cx3N3O3	1
333	H35C17NOS2,H35C16CxNOS2,H35C17NOSSx,H35C15Cx2NOS2,H35C14Cx3NOS2	-1,1
333	H31C20NO3,H31C19CxNO3,H31C20NO2Ox,H31C18Cx2NO3,H31C17Cx3NO3	1
333	H35C21NO2,H35C20CxNO2,H35C21NOOx,H35C19Cx2NO2,H35C18Cx3NO2	1
333	H39C18NO4,H39C17CxNO4,H39C18NO3Ox,H39C16Cx2NO4,H39C15Cx3NO4	-1,1
333	H39C22NO,H39C21CxNO,H39C20Cx2NO,H39C19Cx3NO	1
334	C3O9Na5K,C2CxO9Na5K,C3O9Na5Kx,C3O8OxNa5K,CCx2O9Na5K	-1,1
334	H11C6O3PSCl4,H11C5CxO3PSCl4,H11C6O3PSxCl4,H11C6O3PSCl3Clx,H11C6O2OxPSCl4,H11C4Cx2O3PSCl4	-1,1
334	H14C10OCl3Br,H14C9CxOCl3Br,H14C10OCl2ClxBr,H14C8Cx2OCl3Br,H14C7Cx3OCl3Br	-1
334	H14O11Na2Mo,H14O10OxNa2Mo	-1
334	H15C15N2SBr,H15C14CxN2SBr,H15C15N2SxBr,H15C13Cx2N2SBr,H15C12Cx3N2SBr	-1
334	H11C15N2O2FS2,H11C14CxN2O2FS2,H11C15N2O2FSSx,H11C15N2OOxFS2,H11C13Cx2N2O2FS2,H11C12Cx3N2O2FS2	-1
334	H15C15N2O2Br,H15C14CxN2O2Br,H15C15N2OOxBr,H15C13Cx2N2O2Br,H15C12Cx3N2O2Br	1
334	H15C20Br,H15C19CxBr,H15C18Cx2Br,H15C17Cx3Br	-1
334	H14C12O9S,H14C11CxO9S,H14C12O9Sx,H14C12O8OxS,H14C10Cx2O9S,H14C9Cx3O9S	-1,1
334	H9C16N2O3F3,H9C15CxN2O3F3,H9C16N2O2OxF3,H9C14Cx2N2O3F3,H9C13Cx3N2O3F3	1
334	H15C11N2O8P,H15C10CxN2O8P,H15C11N2O7OxP,H15C9Cx2N2O8P,H15C8Cx3N2O8P	-1,1
334	H14C15N2O5S,H14C14CxN2O5S,H14C15N2O5Sx,H14C15N2O4OxS,H14C13Cx2N2O5S,H14C12Cx3N2O5S	1
334	H19C9O11P,H19C8CxO11P,H19C9O10OxP,H19C7Cx2O11P,H19C6Cx3O11P	-1,1
334	H14C16O8,H14C15CxO8,H14C16O7Ox,H14C14Cx2O8,H14C13Cx3O8	-1,1
334	H15C19N2PS,H15C18CxN2PS,H15C19N2PSx,H15C17Cx2N2PS,H15C16Cx3N2PS	-1,1
334	H14C14N4O4S,H14C13CxN4O4S,H14C14N4O4Sx,H14C14N4O3OxS,H14C12Cx2N4O4S,H14C11Cx3N4O4S	-1
334	H14C20O5,H14C19CxO5,H14C20O4Ox,H14C18Cx2O5,H14C17Cx3O5	-1,1
334	H19C17N2OSCl,H19C16CxN2OSCl,H19C17N2OSxCl,H19C17N2OSClx,H19C15Cx2N2OSCl,H19C14Cx3N2OSCl	-1,1
334	H14C19N2O4,H14C18CxN2O4,H14C19N2O3Ox,H14C17Cx2N2O4,H14C16Cx3N2O4	-1,1
334	H15C19N4Cl,H15C18CxN4Cl,H15C19N4Clx,H15C17Cx2N4Cl,H15C16Cx3N4Cl	-1
